ORDER_ID,CUSTOMER_ID,BOOKING_DATE,TRAVEL_FROM,BASE_LOCATION,TRAVEL_TO,TRAVEL_BASE_LOCATION,CUSTOMER_BASE_LOCATION,NO_OF_TRAVELLERS,FLIGHT_NAME,FLIGHT_FARE,DISCOUNT_RATE,TOTAL_FARE_AFTER_DISCOUNT,TOTAL_FARE_PAID,PAYMENT_MODE
514,BO-1425 ,04-09-2019,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Kempegowda International Airport – BLR ,Bangalore ,Visakhapatnam ,1,Air India ,9812,0.09,8929,8929,IDBI NET BANKING
515,LW-6825 ,23-07-2019,Mangalore International Airport – IXE ,Mangalore ,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Jaipur ,6,Air India ,5333,0.06,5013,30078,SBI NET BANKING
537,BF-11170 ,10-07-2019,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Mangalore ,1,Air India ,4411,0.1,3970,3970,ICICI CC
543,BN-1470 ,25-09-2019,Surat International Airport – STV ,Surat ,Dabolim Airport – GOI ,Goa ,Amritsar ,1,Air India ,9944,0,9944,9944,SBI NET BANKING
548,CD-2790 ,11-09-2019,Calicut International Airport – CCJ ,Calicut ,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Mangalore ,1,Air India ,3997,0.1,3597,3597,ICICI CC
568,LC-16960 ,19-07-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Mumbai ,1,Air India ,8624,0,8624,8624,CITI CC
581,AI-10855 ,07-09-2019,Imphal International Airport – IMF ,Imphal ,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Indore ,1,Air India ,3334,0,3334,3334,SBI CC
606,BS-11800 ,27-07-2019,Kempegowda International Airport – BLR ,Bangalore ,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Calicut ,1,Air India ,3470,0,3470,3470,IDBI NET BANKING
658,BO-1350 ,11-08-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Dabolim Airport – GOI ,Goa ,Kannur ,1,Air India ,2870,0.06,2698,2698,HDFC CC
703,LS-7230 ,08-09-2019,Jaipur International Airport – JAI ,Jaipur ,Madurai Airport – IXM ,Madurai ,Lucknow ,2,Air India ,6142,0.05,5835,11670,ICICI NET BANKING
746,DB-12910 ,17-08-2019,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Pune Airport – PNQ ,Pune ,Bhubaneswar ,1,Air India ,4319,0.06,4060,4060,ICICI NET BANKING
757,RH-9495 ,01-09-2019,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Siliguri ,1,Air India ,4381,0.08,4031,4031,HDFC CC
767,TS-11610 ,22-08-2019,Sheikhul Aalam International Airport – SXR ,Srinagar ,Mangalore International Airport – IXE ,Mangalore ,Pune ,1,Air India ,3812,0.06,3583,3583,CITI CC
811,CT-1995 ,12-08-2019,Imphal International Airport – IMF ,Imphal ,Indira Gandhi International Airport – DEL ,Delhi ,Nagpur ,1,Air India ,3602,0.03,3494,3494,HDFC CC
816,KC-6540 ,02-09-2019,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Jaipur ,1,Air India ,4180,0,4180,4180,HDFC CC
819,MZ-7335 ,26-09-2019,Kempegowda International Airport – BLR ,Bangalore ,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Guwahati ,1,Air India ,3737,0.01,3700,3700,CITI CC
825,EH-3990 ,27-09-2019,Pune Airport – PNQ ,Pune ,Dabolim Airport – GOI ,Goa ,Nagpur ,2,Air India ,7004,0,7004,14008,ICICI CC
907,DB-3210 ,13-09-2019,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Kannur International Airport – CNN ,Kannur ,Goa ,2,Air India ,3132,0.04,3007,6013,CITI CC
917,TT-21460 ,17-07-2019,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Coimbatore International Airport – CJB ,Coimbatore ,Ahmedabad ,2,Air India ,3011,0.01,2981,5962,SBI CC
942,DK-2985 ,23-07-2019,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Pune Airport – PNQ ,Pune ,Pune ,1,Air India ,4031,0.02,3950,3950,HDFC CC
966,CW-1905 ,13-08-2019,Cochin International Airport – COK  ,Kochi ,Jay Prakash Narayan International Airport – PAT ,Patna ,Goa ,1,Air India ,3587,0.09,3264,3264,SBI NET BANKING
968,BM-11575 ,17-09-2019,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Jay Prakash Narayan International Airport – PAT ,Patna ,Tiruchirappalli ,1,Air India ,3874,0.04,3719,3719,AXIS NET BANKING
1025,KB-16240 ,14-08-2019,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Bangalore ,1,Air India ,7169,0.07,6667,6667,ICICI CC
1083,MJ-7740 ,10-09-2019,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Jay Prakash Narayan International Airport – PAT ,Patna ,Calicut ,1,Air India ,5205,0.02,5101,5101,ICICI CC
1138,GZ-4470 ,04-07-2019,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Madurai Airport – IXM ,Madurai ,Tiruchirappalli ,1,Air India ,3441,0.08,3166,3166,AXIS NET BANKING
1149,JW-16075 ,21-07-2019,Mangalore International Airport – IXE ,Mangalore ,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Kolkata ,3,Air India ,2847,0,2847,8541,HDFC CC
1166,AS-10045 ,14-09-2019,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Jay Prakash Narayan International Airport – PAT ,Patna ,Surat ,3,Air India ,4727,0.08,4349,13047,CITI CC
1223,LH-16900 ,08-08-2019,Jay Prakash Narayan International Airport – PAT ,Patna ,Dabolim Airport – GOI ,Goa ,Kannur ,1,Air India ,5461,0.06,5133,5133,KOTAK CC
1248,HL-5040 ,17-09-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Coimbatore International Airport – CJB ,Coimbatore ,Kolkata ,5,Air India ,6371,0.02,6244,31218,IDBI NET BANKING
1253,JG-15805 ,04-08-2019,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Thiruvananthapuram ,3,Air India ,3833,0.06,3603,10809,HDFC CC
1293,SC-10770 ,17-07-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Dabolim Airport – GOI ,Goa ,Calicut ,3,Air India ,3969,0.02,3890,11669,SBI CC
1344,BD-11635 ,02-07-2019,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Kannur International Airport – CNN ,Kannur ,Amritsar ,6,Air India ,3536,0.1,3182,19094,HSBC CC
1463,NR-8550 ,23-08-2019,Cochin International Airport – COK  ,Kochi ,Sheikhul Aalam International Airport – SXR ,Srinagar ,Kochi ,1,Air India ,4060,0.1,3654,3654,IDBI NET BANKING
1471,AR-10540 ,26-07-2019,Jaipur International Airport – JAI ,Jaipur ,Kempegowda International Airport – BLR ,Bangalore ,Imphal ,1,Air India ,4333,0.03,4203,4203,CITI CC
1502,TT-11070 ,06-07-2019,Jay Prakash Narayan International Airport – PAT ,Patna ,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Varanasi ,1,Air India ,2681,0,2681,2681,AXIS NET BANKING
1512,JJ-5760 ,05-07-2019,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Imphal International Airport – IMF ,Imphal ,Siliguri ,1,Air India ,7379,0,7379,7379,HSBC CC
1513,EH-14185 ,21-07-2019,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Chandigarh ,1,Air India ,3020,0,3020,3020,IDBI NET BANKING
1532,BF-10975 ,07-08-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Nagpur ,1,Air India ,4244,0.05,4032,4032,IDBI NET BANKING
1548,GM-14680 ,22-09-2019,Cochin International Airport – COK  ,Kochi ,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Tiruchirappalli ,1,Air India ,5721,0,5721,5721,AXIS NET BANKING
1556,SZ-20035 ,14-09-2019,Jaipur International Airport – JAI ,Jaipur ,Chennai International Airport – MAA ,Chennai ,Delhi ,1,Air India ,7222,0.03,7005,7005,HDFC CC
1567,SH-10635 ,07-09-2019,Bagdogra International Airport – IXB ,Siliguri ,Coimbatore International Airport – CJB ,Coimbatore ,Bhubaneswar ,1,Air India ,3084,0.1,2776,2776,HSBC CC
1609,CJ-2010 ,21-09-2019,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Srinagar ,1,Air India ,9476,0,9476,9476,CITI CC
1629,DL-3495 ,05-07-2019,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Jaipur ,2,Air India ,4236,0,4236,8472,KOTAK NET BANKING
1634,TB-11400 ,26-07-2019,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Visakhapatnam ,1,Air India ,4295,0.08,3951,3951,HDFC CC
1644,SF-20200 ,16-07-2019,Chandigarh International Airport – IXC ,Chandigarh ,Cochin International Airport – COK  ,Kochi ,Jaipur ,2,Air India ,2848,0.01,2820,5639,HDFC CC
1679,PG-8895 ,13-09-2019,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Ahmedabad ,5,Air India ,4266,0,4266,21330,CITI CC
1695,ES-4080 ,19-08-2019,Pune Airport – PNQ ,Pune ,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Srinagar ,1,Air India ,9566,0,9566,9566,ICICI NET BANKING
1699,JS-15685 ,10-08-2019,Bagdogra International Airport – IXB ,Siliguri ,Cochin International Airport – COK  ,Kochi ,Madurai ,1,Air India ,4341,0.07,4037,4037,CITI CC
1711,EA-4035 ,13-08-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Calicut International Airport – CCJ ,Calicut ,Patna ,2,Air India ,9718,0.07,9038,18075,HDFC NET BANKING
1719,LC-17140 ,12-09-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Pune Airport – PNQ ,Pune ,Madurai ,1,Air India ,4493,0.07,4178,4178,ICICI CC
1729,JO-5280 ,22-09-2019,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Imphal International Airport – IMF ,Imphal ,Siliguri ,6,Air India ,3310,0.02,3244,19463,ICICI CC
1793,CM-2445 ,13-09-2019,Madurai Airport – IXM ,Madurai ,Jay Prakash Narayan International Airport – PAT ,Patna ,Surat ,1,Air India ,2582,0.03,2505,2505,IDBI NET BANKING
1833,JO-15280 ,08-09-2019,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Madurai Airport – IXM ,Madurai ,Nagpur ,1,Air India ,4394,0.08,4042,4042,HSBC CC
1863,TT-21460 ,01-09-2019,Cochin International Airport – COK  ,Kochi ,Kannur International Airport – CNN ,Kannur ,Ahmedabad ,3,Air India ,2565,0.04,2462,7387,SBI CC
1880,BB-11545 ,10-09-2019,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Bhubaneswar ,1,Air India ,7095,0.1,6386,6386,HSBC CC
1909,PC-18745 ,16-09-2019,Jay Prakash Narayan International Airport – PAT ,Patna ,Bagdogra International Airport – IXB ,Siliguri ,Hyderabad ,1,Air India ,2714,0,2714,2714,SBI CC
1913,MK-8160 ,05-07-2019,Kannur International Airport – CNN ,Kannur ,Imphal International Airport – IMF ,Imphal ,Hyderabad ,3,Air India ,3945,0.02,3866,11598,IDBI NET BANKING
1919,SP-20620 ,07-08-2019,Jay Prakash Narayan International Airport – PAT ,Patna ,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Varanasi ,1,Air India ,8956,0.05,8508,8508,AXIS NET BANKING
1928,SS-20875 ,15-07-2019,Bagdogra International Airport – IXB ,Siliguri ,Cochin International Airport – COK  ,Kochi ,Chennai ,1,Air India ,3423,0,3423,3423,HDFC NET BANKING
1967,SH-19975 ,01-08-2019,Calicut International Airport – CCJ ,Calicut ,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Srinagar ,1,Air India ,2629,0.1,2366,2366,ICICI CC
1968,RD-9930 ,05-07-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Chennai International Airport – MAA ,Chennai ,Guwahati ,1,Air India ,2537,0,2537,2537,ICICI CC
1995,VM-21835 ,11-07-2019,Jay Prakash Narayan International Airport – PAT ,Patna ,Kempegowda International Airport – BLR ,Bangalore ,Ahmedabad ,1,Air India ,2978,0,2978,2978,HDFC CC
1999,PJ-18835 ,20-09-2019,Imphal International Airport – IMF ,Imphal ,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Chennai ,3,Air India ,8368,0,8368,25104,SBI NET BANKING
2066,DV-13465 ,24-07-2019,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Ahmedabad ,1,Air India ,2888,0,2888,2888,ICICI CC
2104,BP-11185 ,14-09-2019,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Imphal International Airport – IMF ,Imphal ,Patna ,1,Air India ,4787,0.07,4452,4452,SBI CC
2169,ZC-11910 ,19-08-2019,Sheikhul Aalam International Airport – SXR ,Srinagar ,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Bangalore ,1,Air India ,2803,0.07,2607,2607,ICICI CC
2174,HR-14770 ,01-07-2019,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Thiruvananthapuram ,1,Air India ,2719,0.1,2447,2447,HDFC CC
2180,BD-11770 ,11-07-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Coimbatore International Airport – CJB ,Coimbatore ,Surat ,1,Air India ,3805,0.02,3729,3729,ICICI CC
2189,LH-17155 ,17-08-2019,Surat International Airport – STV ,Surat ,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Indore ,3,Air India ,3625,0,3625,10875,SBI NET BANKING
2194,CT-1995 ,04-07-2019,Indira Gandhi International Airport – DEL ,Delhi ,Dabolim Airport – GOI ,Goa ,Nagpur ,1,Air India ,2515,0.07,2339,2339,HDFC CC
2218,SW-10350 ,19-08-2019,Jaipur International Airport – JAI ,Jaipur ,Imphal International Airport – IMF ,Imphal ,Delhi ,1,Air India ,3252,0.01,3219,3219,CITI CC
2253,RL-9615 ,03-07-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Kempegowda International Airport – BLR ,Bangalore ,Tiruchirappalli ,1,Air India ,4667,0,4667,4667,ICICI CC
2289,NC-18340 ,22-08-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Calicut International Airport – CCJ ,Calicut ,Indore ,2,Air India ,9310,0.1,8379,16758,SBI NET BANKING
2295,DO-3645 ,05-09-2019,Indira Gandhi International Airport – DEL ,Delhi ,Coimbatore International Airport – CJB ,Coimbatore ,Surat ,2,Air India ,5142,0.06,4833,9667,ICICI CC
2328,TP-21130 ,18-07-2019,Mangalore International Airport – IXE ,Mangalore ,Cochin International Airport – COK  ,Kochi ,Kochi ,3,Air India ,2706,0.08,2490,7469,HDFC CC
2349,EB-4110 ,03-08-2019,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Jay Prakash Narayan International Airport – PAT ,Patna ,Indore ,4,Air India ,2664,0.08,2451,9804,ICICI CC
2360,PG-8895 ,07-07-2019,Madurai Airport – IXM ,Madurai ,Chennai International Airport – MAA ,Chennai ,Ahmedabad ,3,Air India ,4579,0,4579,13737,CITI CC
2362,ON-18715 ,08-09-2019,Indira Gandhi International Airport – DEL ,Delhi ,Jaipur International Airport – JAI ,Jaipur ,Pune ,2,Air India ,4093,0,4093,8186,SBI CC
2389,MP-7965 ,17-08-2019,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Mangalore International Airport – IXE ,Mangalore ,Goa ,1,Air India ,4230,0.04,4061,4061,ICICI CC
2403,AG-10330 ,18-08-2019,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Chennai International Airport – MAA ,Chennai ,Hyderabad ,6,Air India ,4346,0.07,4042,24251,HDFC NET BANKING
2438,ZD-21925 ,14-08-2019,Kannur International Airport – CNN ,Kannur ,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Goa ,1,Air India ,4574,0.07,4254,4254,ICICI CC
2441,LC-16930 ,10-08-2019,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Goa ,1,Air India ,2934,0.07,2729,2729,HSBC CC
2444,JO-15280 ,10-09-2019,Cochin International Airport – COK  ,Kochi ,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Nagpur ,1,Air India ,9560,0.05,9082,9082,HSBC CC
2447,DL-2865 ,18-09-2019,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Jay Prakash Narayan International Airport – PAT ,Patna ,Visakhapatnam ,1,Air India ,2749,0.01,2722,2722,ICICI NET BANKING
2463,TC-11475 ,22-09-2019,Sheikhul Aalam International Airport – SXR ,Srinagar ,Surat International Airport – STV ,Surat ,Mangalore ,1,Air India ,4047,0.05,3845,3845,CITI CC
2474,SC-20050 ,26-08-2019,Jay Prakash Narayan International Airport – PAT ,Patna ,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Madurai ,2,Air India ,2571,0.04,2468,4936,AXIS NET BANKING
2481,JD-16015 ,06-07-2019,Jay Prakash Narayan International Airport – PAT ,Patna ,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Srinagar ,3,Air India ,3490,0,3490,10470,HDFC CC
2489,FM-4290 ,21-07-2019,Imphal International Airport – IMF ,Imphal ,Calicut International Airport – CCJ ,Calicut ,Bhubaneswar ,3,Air India ,5669,0.07,5272,15817,HSBC CC
2502,NP-18685 ,13-09-2019,Coimbatore International Airport – CJB ,Coimbatore ,Chennai International Airport – MAA ,Chennai ,Goa ,1,Air India ,4073,0.07,3788,3788,IDBI NET BANKING
2511,NW-18400 ,17-07-2019,Madurai Airport – IXM ,Madurai ,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Bhubaneswar ,1,Air India ,3751,0.04,3601,3601,SBI CC
2554,TB-21055 ,19-08-2019,Mangalore International Airport – IXE ,Mangalore ,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Chennai ,1,Air India ,4840,0.08,4453,4453,HDFC CC
2568,JF-15295 ,19-09-2019,Coimbatore International Airport – CJB ,Coimbatore ,Bagdogra International Airport – IXB ,Siliguri ,Calicut ,2,Air India ,3987,0.1,3588,7177,CITI CC
2628,LC-16960 ,16-07-2019,Kempegowda International Airport – BLR ,Bangalore ,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Mumbai ,1,Air India ,3586,0.09,3263,3263,CITI CC
2632,BN-1470 ,21-07-2019,Jaipur International Airport – JAI ,Jaipur ,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Amritsar ,1,Air India ,7417,0.1,6675,6675,SBI NET BANKING
2686,CC-12550 ,09-09-2019,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Jaipur ,1,Air India ,3113,0.06,2926,2926,KOTAK NET BANKING
2712,SC-20695 ,21-07-2019,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Amritsar ,2,Air India ,4800,0.03,4656,9312,SBI NET BANKING
2726,RD-19585 ,10-09-2019,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Calicut ,1,Air India ,6213,0.08,5716,5716,ICICI CC
2799,JB-16000 ,13-08-2019,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Pune Airport – PNQ ,Pune ,Mangalore ,1,Air India ,4179,0.08,3845,3845,ICICI CC
2806,BD-1320 ,19-07-2019,Mangalore International Airport – IXE ,Mangalore ,Jaipur International Airport – JAI ,Jaipur ,Chandigarh ,1,Air India ,3587,0,3587,3587,ICICI NET BANKING
2833,AS-45 ,04-08-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Sheikhul Aalam International Airport – SXR ,Srinagar ,Pune ,3,Air India ,4681,0.06,4400,13200,ICICI CC
2842,BS-11665 ,04-07-2019,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Indira Gandhi International Airport – DEL ,Delhi ,Chandigarh ,1,Air India ,2724,0.01,2697,2697,SBI NET BANKING
2874,HM-14860 ,28-08-2019,Coimbatore International Airport – CJB ,Coimbatore ,Pune Airport – PNQ ,Pune ,Calicut ,1,Air India ,3177,0.04,3050,3050,KOTAK NET BANKING
2885,SS-20515 ,05-09-2019,Surat International Airport – STV ,Surat ,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Varanasi ,1,Air India ,3986,0.05,3787,3787,ICICI CC
2907,TG-21640 ,01-07-2019,Calicut International Airport – CCJ ,Calicut ,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Lucknow ,1,Air India ,2504,0,2504,2504,KOTAK NET BANKING
