ORDER_ID,CUSTOMER_ID,BOOKING_DATE,TRAVEL_FROM,BASE_LOCATION,TRAVEL_TO,TRAVEL_BASE_LOCATION,CUSTOMER_BASE_LOCATION,NO_OF_TRAVELLERS,FLIGHT_NAME,FLIGHT_FARE,DISCOUNT_RATE,TOTAL_FARE_AFTER_DISCOUNT,TOTAL_FARE_PAID,PAYMENT_MODE
299,RP-9390 ,24-10-2019,Indira Gandhi International Airport – DEL ,Delhi ,Jaipur International Airport – JAI ,Jaipur ,Jaipur ,4,Air India ,4236,0.02,4151,16605,ICICI CC
374,RB-19705 ,21-11-2019,Surat International Airport – STV ,Surat ,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Visakhapatnam ,1,Air India ,3463,0.07,3221,3221,KOTAK CC
384,DJ-3630 ,07-10-2019,Imphal International Airport – IMF ,Imphal ,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Ahmedabad ,1,Air India ,9836,0.08,9049,9049,ICICI CC
431,NL-18310 ,07-10-2019,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Sheikhul Aalam International Airport – SXR ,Srinagar ,Chennai ,1,Air India ,4580,0.01,4534,4534,KOTAK CC
456,AB-10600 ,02-12-2019,Jay Prakash Narayan International Airport – PAT ,Patna ,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Varanasi ,2,Air India ,3786,0.02,3710,7421,AXIS CC
462,KB-16600 ,25-12-2019,Mangalore International Airport – IXE ,Mangalore ,Madurai Airport – IXM ,Madurai ,Calicut ,3,Air India ,5151,0.1,4636,13908,IDBI NET BANKING
466,MH-17290 ,20-11-2019,Pune Airport – PNQ ,Pune ,Chennai International Airport – MAA ,Chennai ,Thiruvananthapuram ,1,Air India ,3071,0.01,3040,3040,HDFC NET BANKING
609,JD-16015 ,12-11-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Surat International Airport – STV ,Surat ,Srinagar ,2,Air India ,4265,0.07,3966,7933,HDFC CC
663,PT-19090 ,01-10-2019,Chennai International Airport – MAA ,Chennai ,Bagdogra International Airport – IXB ,Siliguri ,Madurai ,1,Air India ,6652,0.09,6053,6053,HDFC CC
682,PF-19120 ,07-11-2019,Pune Airport – PNQ ,Pune ,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Chandigarh ,1,Air India ,5313,0.08,4888,4888,CITI CC
723,CC-12430 ,03-10-2019,Imphal International Airport – IMF ,Imphal ,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Ahmedabad ,1,Air India ,3590,0.02,3518,3518,HDFC CC
728,SP-10920 ,13-10-2019,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Cochin International Airport – COK  ,Kochi ,Nagpur ,1,Air India ,3052,0.04,2930,2930,ICICI CC
741,EB-3840 ,08-12-2019,Cochin International Airport – COK  ,Kochi ,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Hyderabad ,1,Air India ,8508,0.01,8423,8423,CITI CC
777,TB-11190 ,19-12-2019,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Surat International Airport – STV ,Surat ,Guwahati ,1,Air India ,2550,0.05,2423,2423,SBI CC
784,JG-5160 ,23-10-2019,Coimbatore International Airport – CJB ,Coimbatore ,Sheikhul Aalam International Airport – SXR ,Srinagar ,Pune ,1,Air India ,4026,0.04,3865,3865,SBI NET BANKING
785,YS-11880 ,17-12-2019,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Srinagar ,1,Air India ,8852,0,8852,8852,AXIS NET BANKING
789,Dl-13600 ,23-11-2019,Coimbatore International Airport – CJB ,Coimbatore ,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Ahmedabad ,1,Air India ,3619,0.06,3402,3402,ICICI CC
799,KL-6555 ,09-11-2019,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Indira Gandhi International Airport – DEL ,Delhi ,Mumbai ,2,Air India ,3346,0.1,3011,6023,HSBC CC
817,SP-10920 ,06-11-2019,Kannur International Airport – CNN ,Kannur ,Madurai Airport – IXM ,Madurai ,Nagpur ,5,Air India ,3159,0.07,2938,14689,ICICI CC
883,AH-10690 ,23-11-2019,Calicut International Airport – CCJ ,Calicut ,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Guwahati ,2,Air India ,3789,0,3789,7578,ICICI CC
886,JW-5220 ,20-12-2019,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Kochi ,1,Air India ,4069,0.06,3825,3825,HDFC CC
893,PV-8985 ,07-11-2019,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Kannur International Airport – CNN ,Kannur ,Delhi ,1,Air India ,5451,0.1,4906,4906,CITI CC
932,TS-21205 ,14-10-2019,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Jaipur International Airport – JAI ,Jaipur ,Indore ,1,Air India ,3549,0.08,3265,3265,ICICI CC
991,JF-5565 ,11-11-2019,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Mangalore International Airport – IXE ,Mangalore ,Chandigarh ,1,Air India ,3462,0.08,3185,3185,SBI CC
1014,LP-7080 ,28-12-2019,Jaipur International Airport – JAI ,Jaipur ,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Visakhapatnam ,3,Air India ,2980,0,2980,8940,ICICI NET BANKING
1082,CK-2325 ,25-10-2019,Pune Airport – PNQ ,Pune ,Kempegowda International Airport – BLR ,Bangalore ,Ahmedabad ,3,Air India ,2672,0.06,2512,7535,IDBI NET BANKING
1084,BP-1290 ,07-12-2019,Pune Airport – PNQ ,Pune ,Chandigarh International Airport – IXC ,Chandigarh ,Ahmedabad ,1,Air India ,3244,0.03,3147,3147,ICICI CC
1097,SV-20785 ,21-12-2019,Kannur International Airport – CNN ,Kannur ,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Varanasi ,1,Air India ,4411,0.04,4235,4235,SBI NET BANKING
1116,JL-15835 ,26-12-2019,Jaipur International Airport – JAI ,Jaipur ,Indira Gandhi International Airport – DEL ,Delhi ,Bangalore ,2,Air India ,9988,0.08,9189,18378,CITI CC
1119,RP-19270 ,08-10-2019,Bagdogra International Airport – IXB ,Siliguri ,Madurai Airport – IXM ,Madurai ,Lucknow ,3,Air India ,3293,0.01,3260,9780,HSBC CC
1123,AB-10600 ,25-11-2019,Mangalore International Airport – IXE ,Mangalore ,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Varanasi ,6,Air India ,4310,0.08,3965,23791,AXIS CC
1130,MC-8130 ,01-10-2019,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Surat International Airport – STV ,Surat ,Ahmedabad ,5,Air India ,2807,0,2807,14035,HDFC CC
1136,RC-19960 ,02-12-2019,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Bagdogra International Airport – IXB ,Siliguri ,Delhi ,1,Air India ,3815,0.1,3434,3434,CITI CC
1191,HZ-14950 ,28-12-2019,Kannur International Airport – CNN ,Kannur ,Pune Airport – PNQ ,Pune ,Nagpur ,3,Air India ,2525,0,2525,7575,HSBC CC
1205,LO-17170 ,17-12-2019,Madurai Airport – IXM ,Madurai ,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Bangalore ,2,Air India ,2861,0,2861,5722,HDFC NET BANKING
1251,KW-16570 ,23-12-2019,Sheikhul Aalam International Airport – SXR ,Srinagar ,Jaipur International Airport – JAI ,Jaipur ,Madurai ,1,Air India ,3035,0.08,2792,2792,HSBC CC
1269,RF-9840 ,20-11-2019,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Lucknow ,1,Air India ,2586,0.01,2560,2560,ICICI CC
1289,EM-3825 ,21-10-2019,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Calicut International Airport – CCJ ,Calicut ,Kolkata ,2,Air India ,2566,0.09,2335,4670,CITI CC
1309,AG-390 ,07-12-2019,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Chennai ,1,Air India ,4308,0.04,4136,4136,HSBC CC
1314,LP-17095 ,01-11-2019,Cochin International Airport – COK  ,Kochi ,Chandigarh International Airport – IXC ,Chandigarh ,Pune ,1,Air India ,3920,0,3920,3920,HDFC NET BANKING
1329,EM-4200 ,18-11-2019,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Dabolim Airport – GOI ,Goa ,Ahmedabad ,3,Air India ,8162,0,8162,24486,ICICI CC
1338,EB-3840 ,07-11-2019,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Pune Airport – PNQ ,Pune ,Hyderabad ,1,Air India ,4432,0,4432,4432,CITI CC
1367,MS-7770 ,08-12-2019,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Chennai ,1,Air India ,3024,0.06,2843,2843,CITI CC
1407,RW-19540 ,03-11-2019,Kempegowda International Airport – BLR ,Bangalore ,Surat International Airport – STV ,Surat ,Chandigarh ,1,Air India ,2787,0.07,2592,2592,ICICI CC
1410,PG-8820 ,02-12-2019,Indira Gandhi International Airport – DEL ,Delhi ,Chandigarh International Airport – IXC ,Chandigarh ,Bhubaneswar ,2,Air India ,2984,0.02,2924,5849,ICICI NET BANKING
1523,TS-11505 ,25-10-2019,Jaipur International Airport – JAI ,Jaipur ,Kannur International Airport – CNN ,Kannur ,Bhubaneswar ,4,Air India ,6162,0.06,5792,23169,ICICI CC
1538,CR-12580 ,23-10-2019,Calicut International Airport – CCJ ,Calicut ,Coimbatore International Airport – CJB ,Coimbatore ,Amritsar ,1,Air India ,2636,0.07,2451,2451,IDBI NET BANKING
1563,KT-16480 ,28-12-2019,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Imphal International Airport – IMF ,Imphal ,Tiruchirappalli ,1,Air India ,4236,0,4236,4236,SBI NET BANKING
1583,CM-1830 ,02-12-2019,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Chennai ,1,Air India ,3124,0.06,2937,2937,HDFC NET BANKING
1586,PW-9030 ,22-12-2019,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Lucknow ,1,Air India ,3637,0.1,3273,3273,ICICI CC
1608,JB-15400 ,14-11-2019,Sheikhul Aalam International Airport – SXR ,Srinagar ,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Varanasi ,2,Air India ,7532,0.09,6854,13708,IDBI NET BANKING
1646,JD-16060 ,16-11-2019,Imphal International Airport – IMF ,Imphal ,Chennai International Airport – MAA ,Chennai ,Ahmedabad ,2,Air India ,4261,0.01,4218,8437,AXIS NET BANKING
1690,SP-20650 ,10-11-2019,Chandigarh International Airport – IXC ,Chandigarh ,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Pune ,2,Air India ,3389,0.04,3253,6507,AXIS NET BANKING
1753,DK-3150 ,11-11-2019,Bagdogra International Airport – IXB ,Siliguri ,Chandigarh International Airport – IXC ,Chandigarh ,Patna ,3,Air India ,4579,0.05,4350,13050,IDBI NET BANKING
1796,KD-6345 ,19-12-2019,Mangalore International Airport – IXE ,Mangalore ,Coimbatore International Airport – CJB ,Coimbatore ,Siliguri ,1,Air India ,4104,0.07,3817,3817,CITI CC
1867,LW-6990 ,22-12-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Jaipur International Airport – JAI ,Jaipur ,Thiruvananthapuram ,1,Air India ,3338,0.05,3171,3171,CITI CC
1950,DK-2985 ,09-12-2019,Calicut International Airport – CCJ ,Calicut ,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Pune ,1,Air India ,4279,0.03,4151,4151,HDFC CC
1956,ZD-21925 ,18-12-2019,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Goa ,1,Air India ,3120,0.02,3058,3058,ICICI CC
1961,EJ-3720 ,18-12-2019,Chennai International Airport – MAA ,Chennai ,Cochin International Airport – COK  ,Kochi ,Kochi ,3,Air India ,5344,0.06,5023,15070,HDFC CC
1978,PB-9210 ,20-11-2019,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Kempegowda International Airport – BLR ,Bangalore ,Mumbai ,2,Air India ,2684,0.1,2416,4831,IDBI NET BANKING
1979,MS-7980 ,01-12-2019,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Pune Airport – PNQ ,Pune ,Srinagar ,3,Air India ,3692,0.1,3323,9968,AXIS NET BANKING
1987,RW-19630 ,07-10-2019,Kempegowda International Airport – BLR ,Bangalore ,Jay Prakash Narayan International Airport – PAT ,Patna ,Pune ,1,Air India ,3595,0.06,3379,3379,ICICI NET BANKING
1991,VB-11745 ,13-10-2019,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Siliguri ,1,Air India ,3090,0,3090,3090,SBI NET BANKING
2063,AH-585 ,06-12-2019,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Madurai Airport – IXM ,Madurai ,Goa ,1,Air India ,2872,0,2872,2872,IDBI NET BANKING
2084,CC-2685 ,07-11-2019,Bagdogra International Airport – IXB ,Siliguri ,Mangalore International Airport – IXE ,Mangalore ,Lucknow ,1,Air India ,2986,0,2986,2986,IDBI NET BANKING
2090,RF-9735 ,27-10-2019,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Bagdogra International Airport – IXB ,Siliguri ,Imphal ,1,Air India ,3240,0.08,2981,2981,CITI CC
2143,TS-11205 ,06-12-2019,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Delhi ,1,Air India ,9148,0.03,8874,8874,AXIS CC
2191,HA-14905 ,22-10-2019,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Cochin International Airport – COK  ,Kochi ,Visakhapatnam ,3,Air India ,4452,0,4452,13356,CITI CC
2200,CC-2220 ,19-11-2019,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Surat International Airport – STV ,Surat ,Coimbatore ,2,Air India ,4154,0.07,3863,7726,SBI CC
2211,CB-2535 ,23-12-2019,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Surat International Airport – STV ,Surat ,Mangalore ,1,Air India ,2865,0.06,2693,2693,HSBC CC
2236,ND-18370 ,08-12-2019,Surat International Airport – STV ,Surat ,Indira Gandhi International Airport – DEL ,Delhi ,Varanasi ,1,Air India ,5411,0,5411,5411,AXIS CC
2308,ME-18010 ,02-11-2019,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Bangalore ,1,Air India ,3100,0.09,2821,2821,HDFC NET BANKING
2320,BK-11260 ,04-10-2019,Kannur International Airport – CNN ,Kannur ,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Visakhapatnam ,1,Air India ,3176,0.07,2954,2954,ICICI CC
2325,MV-7485 ,17-11-2019,Jay Prakash Narayan International Airport – PAT ,Patna ,Mangalore International Airport – IXE ,Mangalore ,Varanasi ,1,Air India ,3961,0.08,3644,3644,HDFC NET BANKING
2359,DG-3300 ,18-12-2019,Chennai International Airport – MAA ,Chennai ,Kempegowda International Airport – BLR ,Bangalore ,Chennai ,1,Air India ,3818,0.03,3703,3703,SBI NET BANKING
2364,TC-21475 ,21-10-2019,Madurai Airport – IXM ,Madurai ,Surat International Airport – STV ,Surat ,Patna ,1,Air India ,3500,0.03,3395,3395,CITI CC
2413,MY-17380 ,01-11-2019,Dabolim Airport – GOI ,Goa ,Madurai Airport – IXM ,Madurai ,Calicut ,5,Air India ,2836,0,2836,14180,ICICI CC
2470,TT-11070 ,07-10-2019,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Dabolim Airport – GOI ,Goa ,Varanasi ,1,Air India ,4188,0,4188,4188,AXIS NET BANKING
2504,DL-3315 ,08-11-2019,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Coimbatore International Airport – CJB ,Coimbatore ,Mangalore ,2,Air India ,3751,0.1,3376,6752,SBI CC
2563,LR-16915 ,17-10-2019,Kempegowda International Airport – BLR ,Bangalore ,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Chennai ,2,Air India ,4041,0.07,3758,7516,HDFC CC
2574,CM-2160 ,11-10-2019,Bagdogra International Airport – IXB ,Siliguri ,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Pune ,1,Air India ,6140,0,6140,6140,IDBI NET BANKING
2599,MY-8295 ,26-11-2019,Pune Airport – PNQ ,Pune ,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Kochi ,1,Air India ,4480,0.02,4390,4390,KOTAK CC
2613,RF-9345 ,22-12-2019,Madurai Airport – IXM ,Madurai ,Mangalore International Airport – IXE ,Mangalore ,Lucknow ,3,Air India ,4382,0.07,4075,12226,HDFC NET BANKING
2641,LP-7080 ,09-10-2019,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Visakhapatnam ,1,Air India ,3126,0.07,2907,2907,ICICI NET BANKING
2668,HM-4860 ,01-11-2019,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Imphal International Airport – IMF ,Imphal ,Chandigarh ,1,Air India ,4158,0.09,3784,3784,CITI CC
2671,DC-3285 ,09-10-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Calicut ,1,Air India ,4252,0.08,3912,3912,ICICI CC
2689,DD-3570 ,12-12-2019,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Chennai International Airport – MAA ,Chennai ,Surat ,1,Air India ,2505,0.07,2330,2330,SBI CC
2710,SC-20845 ,02-10-2019,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Kempegowda International Airport – BLR ,Bangalore ,Patna ,1,Air India ,3762,0.02,3687,3687,HDFC NET BANKING
2737,AD-180 ,10-11-2019,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Kannur International Airport – CNN ,Kannur ,Imphal ,1,Air India ,3875,0.1,3488,3488,HDFC CC
2745,DB-12910 ,24-12-2019,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Pune Airport – PNQ ,Pune ,Bhubaneswar ,1,Air India ,3997,0.04,3837,3837,ICICI NET BANKING
2821,PK-19075 ,13-10-2019,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Surat ,1,Air India ,4436,0,4436,4436,KOTAK NET BANKING
2852,MC-7425 ,17-10-2019,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Pune Airport – PNQ ,Pune ,Kochi ,1,Air India ,4167,0.03,4042,4042,CITI CC
2855,TB-21190 ,06-11-2019,Calicut International Airport – CCJ ,Calicut ,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Bangalore ,2,Air India ,4868,0.06,4576,9152,ICICI CC
2938,SS-20515 ,25-11-2019,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Chennai International Airport – MAA ,Chennai ,Varanasi ,1,Air India ,4362,0.01,4318,4318,ICICI CC
2945,JL-15835 ,28-12-2019,Jaipur International Airport – JAI ,Jaipur ,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Bangalore ,2,Air India ,3517,0.08,3236,6471,CITI CC
2976,DR-2940 ,03-12-2019,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Imphal International Airport – IMF ,Imphal ,Calicut ,2,Air India ,7848,0.1,7063,14126,HSBC CC
2977,TT-11070 ,20-10-2019,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Varanasi ,3,Air India ,3596,0.02,3524,10572,AXIS NET BANKING
2984,JL-15850 ,28-12-2019,Sheikhul Aalam International Airport – SXR ,Srinagar ,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Lucknow ,2,Air India ,9912,0,9912,19824,SBI CC
3043,SH-20395 ,26-10-2019,Coimbatore International Airport – CJB ,Coimbatore ,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Amritsar ,3,Air India ,3147,0.06,2958,8875,SBI CC
3100,DW-13480 ,28-11-2019,Calicut International Airport – CCJ ,Calicut ,Sheikhul Aalam International Airport – SXR ,Srinagar ,Tiruchirappalli ,3,Air India ,9894,0.01,9795,29385,IDBI NET BANKING
3112,EB-3870 ,28-11-2019,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Chandigarh International Airport – IXC ,Chandigarh ,Surat ,1,Air India ,5989,0.07,5570,5570,HDFC CC
3207,DL-3315 ,08-11-2019,Chennai International Airport – MAA ,Chennai ,Sheikhul Aalam International Airport – SXR ,Srinagar ,Mangalore ,1,Air India ,4268,0,4268,4268,SBI CC
3252,IG-5085 ,12-11-2019,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Indira Gandhi International Airport – DEL ,Delhi ,Visakhapatnam ,1,Air India ,2955,0,2955,2955,HSBC CC
3317,RM-19750 ,08-11-2019,Bagdogra International Airport – IXB ,Siliguri ,Chennai International Airport – MAA ,Chennai ,Nagpur ,1,Air India ,3150,0.02,3087,3087,HSBC CC
3319,LR-6915 ,09-10-2019,Surat International Airport – STV ,Surat ,Bagdogra International Airport – IXB ,Siliguri ,Kannur ,1,Air India ,3708,0,3708,3708,HDFC CC
3327,BM-1650 ,06-12-2019,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Coimbatore International Airport – CJB ,Coimbatore ,Indore ,1,Air India ,3699,0.09,3366,3366,IDBI NET BANKING
3397,NZ-8565 ,06-12-2019,Imphal International Airport – IMF ,Imphal ,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Visakhapatnam ,1,Air India ,2927,0.08,2693,2693,SBI CC
3445,KH-16630 ,18-10-2019,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Varanasi ,1,Air India ,4057,0.03,3935,3935,ICICI CC
3467,CB-12415 ,03-12-2019,Calicut International Airport – CCJ ,Calicut ,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Hyderabad ,3,Air India ,9725,0.04,9336,28008,CITI CC
3526,LL-16840 ,06-12-2019,Chandigarh International Airport – IXC ,Chandigarh ,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Chennai ,2,Air India ,9111,0,9111,18222,IDBI NET BANKING
3580,JD-15790 ,22-11-2019,Coimbatore International Airport – CJB ,Coimbatore ,Chandigarh International Airport – IXC ,Chandigarh ,Jaipur ,1,Air India ,4409,0,4409,4409,CITI CC
3635,CC-12670 ,01-11-2019,Calicut International Airport – CCJ ,Calicut ,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Chennai ,1,Air India ,3578,0,3578,3578,KOTAK CC
3699,SH-10395 ,10-11-2019,Sheikhul Aalam International Airport – SXR ,Srinagar ,Madurai Airport – IXM ,Madurai ,Tiruchirappalli ,1,Air India ,3314,0,3314,3314,KOTAK NET BANKING
3764,NP-8670 ,20-12-2019,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Indore ,1,Air India ,3134,0.01,3103,3103,ICICI CC
3789,PS-8760 ,26-11-2019,Kempegowda International Airport – BLR ,Bangalore ,Calicut International Airport – CCJ ,Calicut ,Kochi ,1,Air India ,4908,0.03,4761,4761,CITI CC
3799,CS-2355 ,24-12-2019,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Jay Prakash Narayan International Airport – PAT ,Patna ,Imphal ,1,Air India ,4181,0.02,4097,4097,HSBC CC
3829,MM-17920 ,15-11-2019,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Kannur International Airport – CNN ,Kannur ,Siliguri ,1,Air India ,8696,0.06,8174,8174,SBI CC
3847,DO-3435 ,17-11-2019,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Chandigarh International Airport – IXC ,Chandigarh ,Kolkata ,1,Air India ,4037,0.07,3754,3754,CITI CC
3849,KD-16270 ,10-12-2019,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Tiruchirappalli ,1,Air India ,9289,0.05,8825,8825,SBI NET BANKING
