CUSTOMER_ID,Company,CARD_REG_DATE,GENDER,Age,RGSTN_TYPE_IND,STATE_CODE,NO_OF_TRIPS,TOWN,CONTACT_PREF,Spent amount
1000032653,GENO,31-01-2008,Female,68,Phone,SA,1,endeavour hills,,31.77
1000032654,GENO,31-01-2008,Female,71,Online,SA,11,Endeavour Hills,Email,254.62
1000032655,RANBAXY,31-01-2008,Female,91,Phone,SA,5,Endeavour Hills,Email,1221.7
1000032656,GUARDIAN,31-01-2008,Female,46,Online,SA,5,endeavour hills,Email,567.79
1000032657,RELEGARE,31-01-2008,Male,52,Online,SA,1,frankston,Email,18.04
1000032658,CIPLA,31-01-2008,Male,81,Online,SA,1,WEST MEADOWS,Phone,2.45
1000032659,RELEGARE,31-01-2008,Female,48,Phone,SA,4,Skye,Email,93.39
1000032660,GUARDIAN,31-01-2008,Male,73,Online,SA,18,Endeavour Hills,Email,1288.06
1000032661,CIPLA,31-01-2008,Male,81,Instore/RF,SA,4,Rowville,,59.77
1000032662,CIPLA,31-01-2008,Male,60,Online,SA,10,tullamarine,,871.79
1000032663,CIPLA,31-01-2008,Female,60,Online,NT,10,Moss Vale,Email,619.29
1000032664,GENO,31-01-2008,Female,82,Phone,WA,2,Rasmussen,Email,63.48
1000032665,RANBAXY,31-01-2008,Male,68,Online,QLD,2,Ruse,Email,283.8
1000032666,APPOLO,31-01-2008,Female,48,Online,NT,1,Queanbeyan,Email,96.83
1000032667,DR.REDDYS,31-01-2008,Female,40,Online,NT,5,Charlestown,Email,561.65
1000032668,CIPLA,31-01-2008,Female,40,Online,NSW,20,Charlestown,Email,781.04
1000032669,RELEGARE,31-01-2008,Female,62,Online,WA,6,Adamstown Heights,,382.28
1000032670,GSK,31-01-2008,Female,40,Phone,WA,14,Morisset,Email,472.91
1000032671,GENO,31-01-2008,Female,42,Online,SA,3,Mount Hutton,Email,25.9
1000032672,CIPLA,31-01-2008,Female,45,Online,SA,6,Campbelltown,,410.51
1000032673,APPOLO,31-01-2008,Male,41,Online,WA,4,Nowra,,55.9
1000032674,RANBAXY,31-01-2008,Female,51,Online,WA,2,kirwan,Mail,46.07
1000032675,RELEGARE,31-01-2008,Female,62,Online,WA,1,kirwan,Phone,163.07
1000032676,DR.REDDYS,31-01-2008,Female,64,Online,WA,14,Prospect,Email,804.81
1000032677,MED +,31-01-2008,Female,73,Online,WA,8,Gracemere,Email,112.84
1000032679,RANBAXY,12-02-2008,Female,58,Online,WA,3,yass,Email,211.14
1000032680,GENO,12-02-2008,Female,38,Online,WA,19,west end,Mail,1520.02
1000032681,APPOLO,12-02-2008,Female,46,Online,WA,13,BLACKTOWN,Phone,424.53
1000032683,DR.REDDYS,12-02-2008,Male,69,Online,WA,7,Alice River,Email,1198.6
1000032688,DR.REDDYS,12-02-2008,Female,55,Online,WA,12,PICTON,Phone,648.88
1000032692,GUARDIAN,12-02-2008,Male,35,Online,WA,13,MONASH,Phone,1260.33
1000032694,DR.REDDYS,12-02-2008,Female,43,Online,WA,5,Earlville,Email,157.38
1000032695,GSK,12-02-2008,Female,46,Online,WA,4,Blacktown,Email,27.02
1000032700,CIPLA,12-02-2008,Female,56,Online,WA,7,EBENEZER,Email,116.46
1000032706,MED +,12-02-2008,Male,71,Online,WA,2,Glenwood,Email,182.36
1000032708,GSK,12-02-2008,Female,72,Online,WA,15,Tumut,Email,1640.14
1000032713,CIPLA,12-02-2008,Female,66,Online,WA,1,Bonython,Email,30.49
1000032714,MED +,12-02-2008,Female,53,Online,WA,1,East Gosford,,1.1
1000032716,GUARDIAN,12-02-2008,Female,38,Online,WA,11,Mt. Waverley,Email,511.2
1000032720,RELEGARE,12-02-2008,Male,44,Online,WA,8,Wamberal,Email,776.18
1000032724,DR.REDDYS,12-02-2008,Female,39,Online,WA,13,wileypark,Email,613.73
1000032725,RANBAXY,12-02-2008,Female,45,Online,WA,13,Epping,Email,486.79
1000032727,RELEGARE,12-02-2008,Female,61,Online,WA,5,Maroubra,Email,1373.03
1000032728,CIPLA,12-02-2008,Male,71,Online,WA,1,Fyshwick,Email,36.99
1000032730,MED +,12-02-2008,Female,64,Online,WA,8,KAMBAH,Email,460.08
1000032736,GENO,12-02-2008,Female,50,Online,WA,9,WANIASSA,Phone,441.58
1000032737,RELEGARE,12-02-2008,Female,41,Online,WA,15,Tuggeranong,Email,765.44
1000032739,GSK,12-02-2008,Female,44,Online,WA,8,Port Macquarie,Email,109.77
1000032749,RELEGARE,12-02-2008,Female,37,Online,NSW,1,Sutherland,Email,197
1000032755,APPOLO,12-02-2008,Female,48,Online,NSW,12,Kambah,Email,1187.6
1000032756,RANBAXY,12-02-2008,Male,74,Online,NSW,14,Rydalmere,,214.68
1000032757,RANBAXY,12-02-2008,Male,70,Online,NSW,7,Buderim,,42.35
1000032758,APPOLO,12-02-2008,Female,44,Online,SA,2,Isabella Plains,Email,20.25
1000032759,DR.REDDYS,12-02-2008,Female,66,Online,SA,3,Maryborough,Email,148.75
1000032760,GUARDIAN,12-02-2008,Female,68,Online,SA,15,Kambah,Email,1086.29
1000032761,RANBAXY,12-02-2008,Male,38,Instore/RF,SA,1,Eden,Email,103.85
1000032762,RELEGARE,12-02-2008,Male,74,Online,SA,7,GOWIE,Phone,749.59
1000032763,GSK,12-02-2008,Female,34,Online,QLD,4,Monash,,150.84
1000032764,APPOLO,12-02-2008,Female,32,Online,SA,3,Maleny,Email,262.69
1000032766,DR.REDDYS,12-02-2008,Female,52,Online,SA,2,Bridgeman Downs,Email,101.1
1000032767,RELEGARE,12-02-2008,Female,66,Online,WA,7,Albany Creek,Email,708.39
1000032768,APPOLO,12-02-2008,Male,65,Online,SA,8,Bridgeman Downs,Email,999.78
1000032770,DR.REDDYS,12-02-2008,Male,43,Online,SA,14,MURRUMBA DOWNS,Email,1763.22
1000032771,CIPLA,12-02-2008,Male,44,Online,VIC,14,Albany Creek,Email,698.63
1000032772,GENO,12-02-2008,Female,75,Online,SA,10,Calwell,Email,260.73
1000032773,APPOLO,12-02-2008,Female,49,Online,VIC,10,coleambally,Email,500.21
1000032775,GUARDIAN,12-02-2008,Male,58,Online,SA,1,Wagga Wagga,Email,34.2
1000032776,GSK,12-02-2008,Male,72,Online,SA,8,Theodore,Email,1192.01
1000032778,APPOLO,12-02-2008,Male,50,Online,WA,9,Griffith,Phone,1026.91
1000032779,APPOLO,12-02-2008,Female,61,Online,WA,7,ingleburn,Email,1559.57
1000032780,GSK,12-02-2008,Female,61,Online,WA,5,GRIFFITH,,738.77
1000032782,RANBAXY,12-02-2008,Male,45,Online,WA,7,Ingleburn,Email,179
1000032784,CIPLA,12-02-2008,Female,83,Online,WA,16,Tahmoor,Email,1294.35
1000032786,GUARDIAN,12-02-2008,Female,69,Phone,WA,2,Canberra BC,Email,21
1000032788,RANBAXY,12-02-2008,Female,63,Online,VIC,7,Heckenberg,Email,381.85
1000032789,RELEGARE,12-02-2008,Female,53,Online,WA,1,Sadleir,Email,24.6
1000032793,RANBAXY,12-02-2008,Male,48,Online,WA,33,Wagga Wagga,,685.41
1000032797,MED +,12-02-2008,Female,88,Phone,WA,4,richardson,Email,415.5
1000032800,RANBAXY,12-02-2008,Female,70,Online,WA,7,Ballarat,Email,634.48
1000032803,GSK,12-02-2008,Male,67,Online,WA,4,Katandra West,Email,247.68
1000032804,DR.REDDYS,12-02-2008,Male,62,Instore/RF,WA,20,Ballan,,550.57
1000032807,GENO,12-02-2008,Female,48,Online,WA,4,Rowville,Email,422.6
1000032809,CIPLA,12-02-2008,Female,63,Online,WA,12,narre warren,Email,1007.62
1000032810,GUARDIAN,12-02-2008,Female,38,Online,WA,6,keysbrough,Email,287.45
1000032811,MED +,12-02-2008,Female,41,Online,WA,3,upperferntreegully,Email,286.45
1000032815,GUARDIAN,12-02-2008,Male,77,Online,WA,2,Cooma,Email,108.73
1000032819,GUARDIAN,12-02-2008,Male,34,Online,WA,7,Toormina,Email,150.28
1000032821,MED +,12-02-2008,Female,63,Online,QLD,15,Dundas,Email,993.88
1000032825,CIPLA,12-02-2008,Male,42,Online,WA,5,rooty hill,Email,215.23
1000032827,GENO,12-02-2008,Male,38,Online,WA,14,Oatlands,Email,617.92
1000032830,DR.REDDYS,28-02-2008,Female,30,Online,WA,2,Cessnock,,302.96
1000032831,GUARDIAN,29-02-2008,Female,36,Online,WA,1,Woongarrah,Email,3.99
1000032832,MED +,05-03-2008,Female,51,Online,WA,20,Airds,Email,418.07
1000032833,RELEGARE,05-03-2008,Female,51,Online,WA,2,Cessnock,Email,293
1000032834,GUARDIAN,05-03-2008,Male,42,Online,WA,6,Cobbitty,Email,794.67
1000032835,DR.REDDYS,05-03-2008,Female,83,Online,WA,2,Narellan,,194.33
1000032836,DR.REDDYS,05-03-2008,Female,72,Online,WA,5,Woodcroft,Email,295.45
1000032837,GSK,05-03-2008,Female,74,Online,WA,23,condell park,Email,1218.45
1000032838,GENO,05-03-2008,Male,70,Online,WA,7,NARELLAN,Email,580.2
1000032839,GENO,05-03-2008,Female,60,Online,WA,6,rosemeadow,Email,302.57
1000032840,MED +,05-03-2008,Male,44,Online,WA,8,KITCHENER,,793.32
1000032841,CIPLA,05-03-2008,Female,63,Online,WA,6,Ambarvale,Email,637.81
1000032842,CIPLA,05-03-2008,Female,37,Online,WA,15,Cessnock,Email,575.55
1000032843,GENO,05-03-2008,Female,87,Phone,QLD,2,wheelers hill,Email,515.06
1000032844,GUARDIAN,05-03-2008,Male,88,Instore/RF,SA,10,Chisholm,Email,1005.56
1000032845,GSK,05-03-2008,Male,36,Instore/RF,SA,6,Calwell,Email,446.93
1000032846,GENO,05-03-2008,Female,87,Phone,SA,1,Wandong,Email,275.99
1000032847,APPOLO,05-03-2008,Female,84,Online,WA,11,Wheelers Hill,Email,610.42
1000032848,DR.REDDYS,05-03-2008,Male,67,Online,WA,4,Kew,Email,405.42
1000032849,RANBAXY,05-03-2008,Female,51,Online,WA,2,Banks,Email,137.55
1000032850,GSK,05-03-2008,Female,60,Online,WA,6,Gordon,,281.77
1000032851,APPOLO,05-03-2008,Female,43,Online,WA,5,preston,Email,548.08
1000032852,RANBAXY,05-03-2008,Male,64,Online,WA,1,Balwyn,Email,19.45
1000032853,DR.REDDYS,05-03-2008,Male,73,Online,WA,4,GORDON,Phone,173.31
1000032854,MED +,05-03-2008,Female,49,Online,WA,7,DRUMMOYNE,,227.45
1000032855,RANBAXY,05-03-2008,Male,70,Online,WA,8,Conder,,311.64
1000032856,GENO,05-03-2008,Female,74,Online,WA,10,Langwarrin,Email,768.29
1000032857,GENO,05-03-2008,Female,60,Online,WA,4,Keysborough,Email,399.27
1000032858,GENO,05-03-2008,Female,61,Online,SA,2,CLAYTON SOUTH,Email,114.61
1000032859,RANBAXY,05-03-2008,Male,30,Online,SA,7,Conder,Email,732.89
1000032860,DR.REDDYS,05-03-2008,Female,50,Online,SA,2,Fraser,Email,370.84
1000032861,GENO,05-03-2008,Female,65,Online,SA,12,merimbula,Email,1013.35
1000032862,GENO,05-03-2008,Male,70,Online,SA,5,Ngunnawal,Email,366.27
1000032863,CIPLA,05-03-2008,Female,33,Online,SA,2,MILLINGANDI,,590.38
1000032864,GENO,05-03-2008,Male,63,Online,SA,9,Merimbula,,1008.55
1000032865,GSK,05-03-2008,Male,51,Online,SA,2,GUNGAHLIN,Email,145.34
1000032866,MED +,05-03-2008,Female,90,Phone,SA,1,merimbula,Email,77.68
1000032867,RELEGARE,05-03-2008,Male,55,Online,SA,2,delegate,Email,133.97
1000032868,GENO,05-03-2008,Female,68,Online,WA,6,Ngunnawal,Email,202.52
1000032869,MED +,05-03-2008,Male,66,Online,SA,9,raymond terrace,Email,836.09
1000032870,GSK,05-03-2008,Female,53,Online,SA,1,raymond terrace,Email,296.66
1000032871,APPOLO,05-03-2008,Female,58,Online,WA,22,Pambula,Email,825.02
1000032872,MED +,05-03-2008,Female,56,Online,WA,6,NGUNNAWAL,Email,110.92
1000032873,DR.REDDYS,05-03-2008,Male,75,Online,WA,4,Albion Park,Email,436.44
1000032874,CIPLA,05-03-2008,Male,32,Online,WA,3,Batehaven,Email,183.18
1000032875,RELEGARE,05-03-2008,Female,62,Online,WA,3,Kiama,,190.46
1000032876,GSK,05-03-2008,Male,76,Phone,WA,11,Albion Park,Email,251.27
1000032877,RELEGARE,05-03-2008,Female,82,Online,WA,3,Kiama Downs,,148.47
1000032878,RANBAXY,05-03-2008,Male,64,Online,SA,38,Kiama Downs,,1712.15
1000032879,GSK,05-03-2008,Female,34,Online,SA,4,Albion Park,Email,237.3
1000032880,APPOLO,05-03-2008,Female,65,Online,VIC,10,young,,283.28
1000032881,RANBAXY,05-03-2008,Female,55,Online,SA,6,albion park,Email,211.69
1000032882,GENO,05-03-2008,Female,66,Online,SA,1,albion park rail,Email,49.48
1000032883,CIPLA,05-03-2008,Female,49,Online,VIC,8,Kiama,Email,1204.77
1000032884,CIPLA,05-03-2008,Female,66,Online,SA,5,kiama downs,Email,65.74
1000032885,DR.REDDYS,05-03-2008,Male,54,Online,SA,6,Albion Park,Email,580.1
1000032886,CIPLA,05-03-2008,Female,64,Phone,SA,7,amaroo,Email,358.17
1000032887,GUARDIAN,05-03-2008,Male,71,Online,WA,5,Frenchs Forest,Email,448.2
1000032888,RANBAXY,05-03-2008,Male,78,Online,WA,1,belrose,Email,20
1000032889,MED +,05-03-2008,Female,64,Online,WA,1,Albion Park,Email,35.75
1000032890,MED +,05-03-2008,Female,79,Phone,WA,6,albion park,Email,815.12
1000032891,RANBAXY,05-03-2008,Female,75,Online,WA,9,ALBION PARK,Phone,549.41
1000032892,GUARDIAN,05-03-2008,Male,82,Online,WA,1,Albion park,Email,7.67
1000032893,MED +,05-03-2008,Female,64,Online,SA,15,Albion Park,Email,602.22
1000032894,RANBAXY,05-03-2008,Female,68,Online,WA,27,Batemans Bay,,1348.6
1000032895,RELEGARE,05-03-2008,Male,47,Online,WA,1,nth nowra,Email,55.04
1000032896,DR.REDDYS,05-03-2008,Female,67,Instore/RF,WA,13,North Nowra,Email,662.6
1000032897,GUARDIAN,05-03-2008,Female,54,Online,WA,1,attunga,Phone,52.39
1000032898,DR.REDDYS,05-03-2008,Female,81,Online,WA,1,WINDALE,Phone,242.46
1000032899,CIPLA,05-03-2008,Female,81,Online,WA,3,Vincentia,,176
1000032900,DR.REDDYS,05-03-2008,Female,86,Online,WA,12,Woollamia,Email,256.41
1000032901,GUARDIAN,05-03-2008,Female,37,Online,WA,3,Bomaderry,Email,89.54
1000032902,CIPLA,05-03-2008,Male,50,Online,WA,3,swansea,Email,97.93
1000032903,RANBAXY,05-03-2008,Female,33,Online,SA,5,TAMWORTH,,442.97
1000032904,CIPLA,05-03-2008,Female,46,Online,WA,1,Warners Bay,Email,122.6
1000032905,MED +,05-03-2008,Male,49,Phone,WA,4,nowra,Email,275.51
1000032906,RELEGARE,05-03-2008,Female,37,Online,WA,7,sussex inlet,Email,1211.85
1000032907,RANBAXY,05-03-2008,Male,79,Online,WA,2,BOMADERRY,Email,101.78
1000032908,GENO,05-03-2008,Female,53,Online,WA,4,South Nowra,Email,267.61
1000032909,GUARDIAN,05-03-2008,Male,73,Online,WA,3,Attunga,,30.18
1000032910,RELEGARE,05-03-2008,Female,66,Instore/RF,WA,8,Kiama,Email,1002.08
1000032911,APPOLO,05-03-2008,Female,71,Online,WA,1,Kiama Downs,Email,143.05
1000032912,GENO,05-03-2008,Male,65,Online,WA,6,Kiama,Phone,506.42
1000032913,RANBAXY,05-03-2008,Female,88,Online,WA,7,Bundanoon,Email,1602.46
1000032914,GSK,05-03-2008,Female,76,Online,WA,4,Nowra,Email,157.89
1000032915,RANBAXY,05-03-2008,Female,85,Phone,WA,13,Fletcher,Email,2027.74
1000032916,CIPLA,05-03-2008,Female,66,Online,WA,10,Elermore Vale,Email,688.37
1000032917,APPOLO,05-03-2008,Female,46,Online,WA,23,Cambewarra,Email,1915.65
1000032918,APPOLO,05-03-2008,Female,36,Online,WA,9,Sussex Inlet,Email,678.1
1000032919,RELEGARE,05-03-2008,Female,66,Online,WA,3,shoalhaven heads,Email,289.1
1000032920,RANBAXY,05-03-2008,Female,49,Online,WA,6,Sawyers Gully,,343.35
1000032921,GSK,05-03-2008,Male,43,Online,QLD,6,Boolaroo,Email,286.12
1000032922,RELEGARE,05-03-2008,Male,47,Online,QLD,6,STOCKTON,,649.42
1000032923,RANBAXY,05-03-2008,Male,74,Online,VIC,2,eltham,Email,233.34
1000032924,APPOLO,05-03-2008,Female,78,Phone,WA,6,muswellbrook,Email,462.67
1000032925,CIPLA,05-03-2008,Female,81,Online,WA,10,BONNYRIGG,,562.97
1000032926,MED +,05-03-2008,Female,60,Online,WA,20,Eltham,Email,2414.31
1000032927,GENO,05-03-2008,Female,81,Phone,WA,1,Gresford,Email,115.05
1000032928,RANBAXY,05-03-2008,Female,84,Instore/RF,WA,2,East Maitland,Email,93.52
1000032929,DR.REDDYS,05-03-2008,Male,48,Online,WA,1,st johns park,Email,40.25
1000032930,MED +,05-03-2008,Female,88,Phone,WA,5,Greenhills,,151.18
1000032931,MED +,05-03-2008,Male,71,Online,WA,1,Heddon Greta,Email,25.85
1000032932,GUARDIAN,05-03-2008,Male,71,Phone,WA,5,EAST MAITLAND,Email,67.83
1000032933,RANBAXY,05-03-2008,Female,50,Online,WA,17,Cumberland Park,Email,755.67
1000032934,MED +,05-03-2008,Female,51,Online,WA,1,largs,Email,13.31
1000032935,DR.REDDYS,05-03-2008,Female,42,Online,WA,2,metford,,243.79
1000032936,GSK,05-03-2008,Male,74,Online,WA,1,GRESFORD,,14.35
1000032937,APPOLO,05-03-2008,Male,76,Online,WA,13,Weston,Email,1467.19
1000032938,GENO,05-03-2008,Female,57,Online,WA,4,ashtonfield,Email,16.18
1000032939,DR.REDDYS,05-03-2008,Male,80,Phone,WA,16,ASHTONFIELD,Email,850.77
1000032940,GSK,05-03-2008,Male,65,Online,WA,2,ferryden park,Email,119.44
